20021,02,06,14,16,27,31,07, ,"696,474,938",5,"7,581,452",116,"139,086","296,655,800",2020-04-07
20020,01,06,09,13,15,22,14, ,"685,979,970",4,"9,871,526",91,"267,666","310,764,432",2020-04-05
20019,15,19,27,28,30,33,03, ,"652,393,178",7,"7,437,091",60,"355,409","293,920,314",2020-04-02
20018,05,07,08,11,17,22,13, ,"640,479,172",8,"6,340,865",188,"71,322","287,194,532",2020-03-31
20017,02,04,07,15,20,27,04, ,"650,980,126",15,"5,992,154",127,"146,479","295,712,918",2020-03-29
20016,05,06,08,17,24,27,07, ,"685,053,744",12,"5,979,822",89,"165,138","260,860,736",2020-03-26
20015,08,09,22,24,30,33,01, ,"712,719,613",1,"10,000,000",60,"337,347","255,551,054",2020-03-24
20014,02,07,08,10,12,16,07, ,"661,997,100",5,"6,947,355",66,"184,408","261,933,168",2020-03-22
20013,02,08,10,20,21,30,14, ,"660,220,960",4,"7,500,138",184,"67,938","215,545,590",2020-03-19
20012,04,13,14,23,26,31,09, ,"652,719,440",3,"8,598,462",112,"120,484","198,501,652",2020-03-17
20011,04,05,07,17,18,29,01, ,"638,032,121",8,"6,079,680",67,"161,146","176,331,724",2020-03-15
20010,11,14,22,27,31,32,09, ,"654,279,153",2,"8,485,717",42,"207,483","142,522,854",2020-03-12
20009,03,06,08,14,19,26,12, ,"645,107,708",16,"6,003,258",253,"79,308","405,733,380",2020-01-21
20008,01,04,06,10,11,28,16, ,"680,964,320",17,"6,202,629",262,"97,541","395,048,088",2020-01-19
20007,05,12,17,20,25,31,10, ,"709,741,377",38,"5,371,408",269,"65,583","358,035,962",2020-01-16
20006,03,04,05,10,16,32,09, ,"860,929,224",20,"5,735,328",363,"50,642","361,697,316",2020-01-14
20005,11,16,17,22,26,32,04, ,"920,486,146",8,"7,446,888",224,"109,236","400,642,476",2020-01-12
20004,02,15,17,27,32,33,03, ,"906,654,598",7,"7,900,679",189,"134,290","370,826,158",2020-01-09
20003,09,17,26,29,30,32,03, ,"885,816,521",16,"6,237,758",134,"184,740","368,960,938",2020-01-07
20002,04,09,14,15,16,29,11, ,"911,355,134",16,"6,188,650",194,"122,541","410,784,878",2020-01-05
20001,02,15,23,26,29,30,02, ,"939,054,504",4,"10,000,000",113,"275,836","388,311,860",2020-01-02
19151,02,06,09,18,24,26,14, ,"885,545,850",8,"8,200,266",121,"264,484","405,999,712",2019-12-31
19150,02,09,14,22,27,29,02, ,"855,139,985",9,"7,571,049",158,"183,065","424,037,140",2019-12-29
19149,01,06,27,28,31,33,07, ,"836,506,504",16,"6,041,786",120,"173,631","401,837,358",2019-12-26
19148,09,10,13,20,26,27,08, ,"870,667,904",42,"5,386,963",179,"113,495","412,835,082",2019-12-24
19147,01,09,12,14,23,27,12, ,"1,035,973,571",10,"7,003,459",120,"208,693","428,843,148",2019-12-22
19146,01,04,10,12,30,32,14, ,"1,030,878,448",4,"10,000,000",82,"411,505","400,822,952",2019-12-19
19145,01,08,13,17,18,19,16, ,"969,648,184",15,"6,299,971",145,"168,099","404,721,396",2019-12-17
19144,02,12,15,19,27,30,03, ,"991,024,359",13,"6,951,733",276,"114,911","448,943,976",2019-12-15
19143,05,13,15,16,26,32,09, ,"986,249,870",11,"6,396,823",471,"40,777","421,054,466",2019-12-12
19142,08,14,24,27,29,33,09, ,"998,995,951",14,"5,681,439",72,"165,627","429,455,474",2019-12-10
19141,10,13,14,15,17,33,14, ,"1,042,760,527",2,"10,000,000",101,"317,944","466,103,236",2019-12-08
19140,02,04,09,11,14,22,05, ,"966,423,413",25,"5,699,960",187,"116,972","421,874,374",2019-12-05
19139,08,14,20,23,30,33,11, ,"1,043,301,115",4,"10,000,000",87,"370,721","420,684,332",2019-12-03
19138,02,06,12,30,31,32,11, ,"986,542,917",15,"6,123,356",221,"95,307","455,574,142",2019-12-01
19137,07,10,13,19,23,31,06, ,"1,015,204,480",27,"5,601,120",230,"88,207","414,318,454",2019-11-28
19136,12,14,15,17,29,33,12, ,"1,105,571,297",7,"7,822,924",50,"494,011","411,048,748",2019-11-26
19135,03,06,10,11,27,33,03, ,"1,086,229,996",4,"10,000,000",145,"227,222","448,749,008",2019-11-24
19134,01,04,06,22,29,30,03, ,"1,027,388,308",7,"8,383,006",99,"299,003","424,644,500",2019-11-21
19133,03,07,16,21,24,31,07, ,"997,265,432",10,"7,387,274",163,"183,073","412,973,230",2019-11-19
19132,04,06,11,14,19,33,07, ,"981,615,374",7,"8,159,750",141,"196,083","443,878,462",2019-11-17
19131,09,17,19,20,24,31,04, ,"955,790,186",12,"6,956,355",195,"150,488","413,548,024",2019-11-14
19130,01,07,09,11,24,32,16, ,"951,230,446",15,"6,791,765",151,"222,487","418,172,282",2019-11-12
19129,03,04,07,09,15,26,07, ,"952,320,130",20,"5,800,136",360,"55,565","442,669,038",2019-11-10
19128,03,08,12,16,17,19,08, ,"1,008,312,621",9,"6,051,317",118,"100,231","342,336,168",2019-11-07
19127,02,06,07,12,17,24,10, ,"1,027,292,513",15,"5,970,153",227,"80,133","338,393,664",2019-11-05
19126,02,14,17,29,32,33,16, ,"1,062,273,688",8,"7,151,842",81,"265,659","369,776,508",2019-11-03
19125,02,11,12,26,27,29,03, ,"1,054,933,143",8,"7,374,072",253,"93,836","342,491,160",2019-10-31
19124,04,09,30,31,32,33,01, ,"1,042,703,541",14,"6,175,971",153,"134,506","337,939,626",2019-10-29
19123,02,06,08,17,28,30,06, ,"1,067,428,638",19,"5,596,004",366,"38,675","360,609,038",2019-10-27
19122,04,10,15,19,21,23,02, ,"1,131,287,397",4,"10,000,000",117,"226,282","334,989,390",2019-10-24
19121,02,06,15,21,30,31,02, ,"1,091,862,134",15,"6,185,649",138,"161,093","334,748,934",2019-10-22
19120,10,12,27,31,32,33,03, ,"1,117,954,087",5,"8,898,140",85,"286,627","361,613,906",2019-10-20
19119,04,20,22,24,26,33,07, ,"1,089,354,655",9,"6,158,337",73,"178,510","332,545,590",2019-10-17
19118,12,14,15,25,28,31,04, ,"1,105,685,807",6,"8,013,754",142,"159,177","329,400,746",2019-10-15
19117,03,05,11,28,32,33,01, ,"1,085,958,852",5,"9,637,937",135,"214,719","358,734,764",2019-10-13
19116,01,08,09,13,16,33,01, ,"1,047,187,205",7,"8,062,689",146,"183,551","336,502,106",2019-10-10
19115,04,10,11,14,15,29,05, ,"1,023,230,427",8,"7,126,357",137,"155,208","354,033,692",2019-10-08
19114,02,04,09,11,12,30,01, ,"1,016,450,569",4,"10,000,000",180,"167,444","372,847,052",2019-09-29
19113,01,05,19,21,25,33,15, ,"966,030,310",5,"8,717,723",118,"196,913","339,648,916",2019-09-26
19112,03,12,14,17,23,27,01, ,"939,911,612",6,"8,762,335",173,"163,107","335,430,712",2019-09-24
19111,07,18,20,22,24,33,01, ,"907,833,069",6,"9,138,179",82,"378,492","371,095,278",2019-09-22
19110,01,18,22,26,27,28,08, ,"869,553,104",8,"7,132,577",89,"239,615","345,297,696",2019-09-19
19109,03,06,07,17,28,31,10, ,"862,636,404",5,"8,306,978",218,"94,810","339,057,352",2019-09-17
19108,07,13,19,22,25,32,13, ,"842,165,456",13,"6,413,151",110,"208,761","361,553,454",2019-09-15
19107,02,06,08,23,27,32,02, ,"856,645,293",2,"10,000,000",54,"475,645","326,852,234",2019-09-12
19106,02,14,22,27,30,33,14, ,"799,590,658",3,"10,000,000",65,"385,201","330,410,652",2019-09-10
19105,02,13,15,17,26,33,01, ,"754,476,375",6,"8,463,242",85,"305,580","365,092,568",2019-09-08
19104,01,05,16,17,18,24,10, ,"727,332,881",7,"6,848,206",120,"134,765","336,503,558",2019-09-05
19103,04,12,14,21,27,29,12, ,"726,754,909",2,"10,000,000",101,"268,873","334,444,954",2019-09-03
19102,03,08,12,16,20,32,12, ,"665,286,304",18,"5,786,187",198,"89,339","365,310,214",2019-09-01
19101,01,04,09,21,31,33,05, ,"716,370,043",4,"6,477,614",77,"95,948","336,008,906",2019-08-29
19100,01,04,12,13,30,32,08, ,"720,116,287",2,"10,000,000",60,"404,624","334,319,180",2019-08-27
19099,07,14,22,23,27,30,08, ,"667,283,924",26,"5,524,776",185,"92,190","355,328,056",2019-08-25
19098,03,11,12,14,17,26,09, ,"759,762,439",4,"9,535,306",136,"166,739","334,187,522",2019-08-22
19097,03,05,18,24,25,31,09, ,"729,874,065",5,"7,465,772",98,"157,255","328,319,954",2019-08-20
19096,05,07,12,18,27,32,11, ,"720,969,696",48,"5,399,584",310,"77,338","355,103,324",2019-08-18
19095,02,05,14,19,21,28,01, ,"908,224,516",3,"10,000,000",95,"236,670","327,102,912",2019-08-15
19094,05,10,12,18,19,27,06, ,"870,773,310",8,"6,822,140",301,"60,536","318,739,184",2019-08-13
19093,05,07,08,09,20,22,02, ,"870,686,214",27,"5,590,139",629,"31,664","343,851,622",2019-08-11
19092,09,17,27,28,32,33,08, ,"961,868,391",6,"6,573,767",67,"176,168","325,113,036",2019-08-08
19091,07,10,21,24,29,32,11, ,"965,901,226",2,"10,000,000",94,"260,518","321,773,688",2019-08-06
19090,02,03,06,08,14,22,04, ,"912,434,874",2,"10,000,000",93,"289,490","355,808,718",2019-08-04
19089,02,04,14,16,20,22,11, ,"851,666,935",7,"6,961,515",104,"165,031","321,183,320",2019-08-01
19088,13,14,15,21,23,29,13, ,"848,907,760",18,"5,697,370",77,"203,777","320,442,344",2019-07-30
19087,04,05,07,09,21,30,04, ,"904,387,916",5,"9,423,734",99,"279,276","348,495,228",2019-07-28
19086,16,22,24,26,28,31,06, ,"868,561,562",11,"6,364,807",120,"156,384","318,423,888",2019-07-25
19085,01,04,14,18,24,29,04, ,"882,276,151",12,"6,519,571",61,"373,665","322,387,974",2019-07-23
19084,04,08,14,18,20,27,03, ,"892,130,280",15,"5,979,203",300,"61,200","356,282,880",2019-07-21
19083,06,15,17,26,28,31,03, ,"926,738,145",10,"6,795,196",118,"190,169","329,029,762",2019-07-18
19082,07,16,19,22,24,28,02, ,"927,370,251",5,"8,270,886",91,"224,648","328,221,990",2019-07-16
19081,05,24,27,29,31,32,10, ,"907,395,563",5,"8,910,511",58,"421,391","359,862,504",2019-07-14
19080,03,06,08,20,24,32,07, ,"878,626,031",7,"6,502,641",80,"164,351","333,601,616",2019-07-11
19079,01,03,06,09,19,31,16, ,"884,700,186",15,"6,163,816",156,"139,881","324,952,306",2019-07-09
19078,01,17,27,29,31,33,12, ,"911,692,755",14,"6,369,078",199,"120,396","358,699,764",2019-07-07
19077,09,11,13,18,21,22,15, ,"928,983,242",1,"10,000,000",118,"221,011","331,156,004",2019-07-04
19076,12,15,19,20,29,32,14, ,"860,745,165",4,"10,000,000",84,"299,030","327,737,064",2019-07-02
19075,05,08,20,22,31,33,03, ,"825,389,586",2,"10,000,000",69,"329,031","356,452,390",2019-06-30
19074,12,21,27,29,31,33,04, ,"777,279,978",4,"10,000,000",51,"558,701","339,313,032",2019-06-27
19073,01,02,06,12,16,18,08, ,"731,798,593",17,"5,684,254",146,"99,591","334,373,706",2019-06-25
19072,02,09,13,15,22,30,15, ,"784,809,688",10,"6,995,170",155,"160,900","366,310,328",2019-06-23
19071,01,08,19,24,29,30,04, ,"779,942,491",22,"5,832,271",371,"61,691","338,921,834",2019-06-20
19070,06,15,18,19,24,32,09, ,"839,590,047",3,"10,000,000",103,"182,464","335,727,814",2019-06-18
19069,06,11,16,19,21,25,01, ,"813,208,375",8,"7,285,184",226,"101,114","370,103,190",2019-06-16
19068,03,14,20,24,26,33,10, ,"802,934,315",6,"8,093,762",64,"362,550","331,635,522",2019-06-13
19067,04,06,08,11,30,33,11, ,"781,887,228",5,"7,973,990",110,"168,976","330,381,956",2019-06-11
19066,01,14,17,20,22,32,04, ,"765,994,853",6,"8,522,847",86,"307,225","354,505,682",2019-06-09
19065,06,09,11,15,20,26,10, ,"737,867,862",10,"6,616,248",317,"63,732","327,400,036",2019-06-06
19064,12,20,24,25,30,33,12, ,"743,421,022",4,"9,064,360",92,"220,889","331,639,006",2019-06-04
19063,01,14,19,22,29,31,16, ,"718,713,061",5,"9,289,366",91,"294,599","361,222,550",2019-06-02
19062,07,13,16,23,26,30,01, ,"684,734,277",7,"8,340,699",161,"181,559","339,468,976",2019-05-30
19061,03,17,19,24,27,31,12, ,"655,425,812",6,"8,443,688",80,"322,845","335,296,666",2019-05-28
19060,03,04,14,20,23,27,01, ,"628,604,946",2,"10,000,000",118,"246,389","367,103,342",2019-05-26
19059,04,05,07,09,16,18,06, ,"561,383,166",2,"10,000,000",125,"162,165","345,567,246",2019-05-23
19058,07,08,12,21,23,27,12, ,"520,571,254",20,"5,260,714",127,"51,321","339,299,672",2019-05-21
19057,04,05,06,08,13,18,16, ,"606,231,938",7,"8,216,242",127,"221,591","372,560,948",2019-05-19
19056,13,14,17,19,21,29,01, ,"579,319,269",1,"10,000,000",78,"245,905","351,267,630",2019-05-16
19055,01,06,11,15,19,31,10, ,"531,777,347",2,"10,000,000",61,"368,485","350,070,872",2019-05-14
19054,07,10,11,15,24,26,11, ,"484,344,441",8,"6,741,103",132,"131,901","376,075,414",2019-05-12
19053,04,16,22,25,29,31,08, ,"486,040,155",12,"5,969,643",109,"133,437","345,533,966",2019-05-09
19052,03,06,09,13,16,19,16, ,"514,041,918",153,"5,117,604",2295,"9,800","342,251,970",2019-05-07
19051,08,09,10,13,15,28,09, ,"1,229,559,631",13,"5,503,869",120,"68,232","371,316,762",2019-05-05
19050,04,06,10,11,21,23,02, ,"1,276,546,288",13,"6,136,790",100,"184,728","311,858,860",2019-05-02
19049,03,10,13,22,23,28,15, ,"1,300,906,020",9,"6,552,485",205,"85,197","333,775,314",2019-04-30
19048,03,07,10,12,18,29,10, ,"1,307,482,004",8,"7,251,672",153,"147,168","379,210,874",2019-04-28
19047,03,11,18,25,30,33,14, ,"1,297,945,208",1,"10,000,000",388,"69,165","349,665,886",2019-04-25
19046,02,12,16,22,25,32,06, ,"1,227,436,396",17,"5,847,483",132,"136,431","349,236,650",2019-04-23
19045,01,06,17,19,27,31,14, ,"1,272,816,559",7,"8,172,099",83,"334,408","380,577,960",2019-04-21
19044,06,14,16,17,23,29,07, ,"1,246,753,637",12,"5,956,414",188,"76,309","350,579,948",2019-04-18
19043,01,06,12,13,24,32,13, ,"1,275,191,954",2,"10,000,000",99,"249,954","345,296,562",2019-04-16
19042,15,17,19,22,25,26,04, ,"1,220,955,571",4,"10,000,000",132,"195,373","376,134,240",2019-04-14
19041,02,09,13,23,24,26,16, ,"1,183,587,505",2,"10,000,000",103,"274,965","347,145,834",2019-04-11
19040,05,06,09,18,23,31,11, ,"1,118,623,191",8,"6,661,238",159,"104,480","335,974,062",2019-04-09
19039,06,07,11,14,27,32,08, ,"1,122,075,950",11,"6,258,711",136,"127,259","363,128,750",2019-04-07
19038,09,12,21,27,29,30,05, ,"1,138,999,919",10,"6,243,868",101,"153,944","335,328,036",2019-04-04
19037,01,07,12,14,18,25,10, ,"1,154,793,537",12,"6,514,774",213,"106,674","344,923,376",2019-04-02
19036,02,10,13,16,23,32,08, ,"1,164,805,979",21,"5,000,000",85,"6,000","383,547,756",2019-03-31
19035,01,05,07,09,10,20,16, ,"1,269,805,979",11,"7,034,000",233,"120,032","354,951,028",2019-03-28
19034,09,11,15,22,24,26,03, ,"1,263,277,472",10,"6,957,743",103,"237,590","354,652,922",2019-03-26
19033,09,15,19,21,23,29,15, ,"1,259,439,534",22,"6,000,111",224,"122,781","385,168,218",2019-03-24
19032,04,08,09,13,28,33,04, ,"1,308,932,812",6,"8,788,636",228,"124,626","353,034,100",2019-03-21
19031,03,13,15,18,21,33,16, ,"1,276,420,305",5,"9,429,639",119,"232,649","358,344,316",2019-03-19
19030,04,05,07,10,12,22,16, ,"1,240,512,761",17,"6,202,265",196,"130,347","392,415,448",2019-03-17
19029,08,11,17,23,32,33,10, ,"1,269,306,832",6,"8,343,406",83,"302,115","358,515,950",2019-03-14
19028,04,19,22,26,29,30,11, ,"1,244,140,628",11,"6,380,332",165,"115,027","356,878,622",2019-03-12
19027,02,06,08,10,11,17,13, ,"1,257,385,558",9,"7,407,292",223,"121,444","393,236,612",2019-03-10
19026,03,13,15,19,20,27,14, ,"1,242,805,065",5,"6,689,534",74,"201,135","345,714,892",2019-03-07
19025,15,16,21,27,30,33,04, ,"1,246,342,879",5,"9,479,664",74,"378,350","345,714,892",2019-03-05
19024,01,08,23,25,28,29,10, ,"1,209,747,493",8,"6,940,962",99,"196,056","384,117,562",2019-03-03
19023,01,10,14,15,18,31,13, ,"1,207,046,316",13,"6,088,193",336,"52,628","353,488,994",2019-02-28
19022,03,07,11,21,30,33,07, ,"1,233,143,388",19,"5,503,206",169,"70,716","338,829,860",2019-02-26
19021,02,05,07,08,20,27,04, ,"1,301,850,849",6,"8,810,224",214,"133,535","370,839,306",2019-02-24
19020,02,12,13,23,27,28,12, ,"1,268,982,145",11,"6,275,977",233,"75,299","330,603,914",2019-02-21
19019,03,11,17,18,24,25,06, ,"1,285,383,840",24,"5,530,875",268,"59,426","326,400,930",2019-02-19
19018,04,11,18,19,26,32,04, ,"1,370,346,090",8,"7,473,244",364,"67,946","349,743,310",2019-02-17
19017,04,05,24,28,30,33,09, ,"1,355,934,705",3,"9,404,407",50,"330,330","312,764,888",2019-02-14
19016,05,07,09,11,19,25,05, ,"1,334,598,348",11,"6,236,511",157,"108,293","314,659,700",2019-02-12
19015,11,15,16,20,24,31,04, ,"1,352,193,873",13,"6,477,986",181,"132,692","386,508,326",2019-02-03
19014,01,02,03,14,19,33,03, ,"1,364,355,844",7,"7,683,510",168,"139,766","327,526,362",2019-01-31
19013,05,07,14,16,18,21,01, ,"1,347,698,265",4,"10,000,000",77,"363,158","332,648,408",2019-01-29
19012,07,10,21,23,31,33,14, ,"1,303,808,580",2,"10,000,000",55,"472,600","370,443,836",2019-01-27
19011,10,13,19,21,24,30,07, ,"1,245,829,570",4,"8,829,188",72,"265,915","340,431,350",2019-01-24
19010,02,04,05,08,11,30,02, ,"1,223,708,496",15,"5,753,329",178,"79,353","336,769,874",2019-01-22
19009,01,07,10,22,31,32,15, ,"1,267,633,646",12,"7,191,309",122,"269,423","376,873,348",2019-01-20
19008,02,06,09,13,28,32,12, ,"1,255,320,435",4,"9,716,477",86,"274,213","342,498,692",2019-01-17
19007,06,10,14,15,19,23,15, ,"1,223,439,184",9,"7,306,482",198,"131,050","340,543,166",2019-01-15
19006,01,05,10,19,26,28,12, ,"1,211,353,738",32,"5,514,887",96,"214,536","375,825,296",2019-01-13
19005,21,22,26,28,31,32,07, ,"1,326,043,660",11,"6,133,650",68,"229,230","343,365,078",2019-01-10
19004,08,12,16,19,26,32,03, ,"1,346,750,738",8,"7,428,584",222,"109,395","338,080,388",2019-01-08
19003,13,17,20,21,22,27,01, ,"1,333,321,882",5,"9,635,283",129,"224,577","373,728,002",2019-01-06
19002,04,05,06,08,09,18,11, ,"1,294,586,730",9,"7,273,230",129,"198,246","345,144,344",2019-01-03
19001,06,10,13,15,32,33,15, ,"1,283,324,272",14,"6,657,038",147,"197,266","341,453,440",2019-01-01
18153,01,07,17,23,25,31,11, ,"1,289,528,301",4,"10,000,000",133,"205,313","363,663,410",2018-12-30
18152,04,14,16,23,28,29,03, ,"1,247,608,325",20,"5,479,653",168,"71,376","342,935,808",2018-12-27
18151,05,15,19,25,26,29,15, ,"1,321,227,399",4,"9,708,849",203,"115,981","345,353,380",2018-12-25
18150,06,08,15,19,20,31,05, ,"1,289,430,060",15,"6,255,214",270,"87,167","377,320,206",2018-12-23
18149,01,07,08,10,12,24,01, ,"1,312,652,452",12,"6,743,951",212,"123,392","353,364,860",2018-12-20
18148,03,06,18,19,21,31,01, ,"1,315,102,044",11,"6,665,301",210,"109,037","346,743,178",2018-12-18
18147,03,15,17,23,27,30,11, ,"1,319,726,677",11,"6,875,712",102,"252,853","378,419,434",2018-12-16
18146,02,10,11,17,18,29,16, ,"1,317,986,374",13,"6,395,974",157,"144,487","345,409,226",2018-12-13
18145,03,09,13,22,23,25,06, ,"1,333,080,271",21,"5,598,712",172,"91,373","349,376,292",2018-12-11
18144,08,13,17,18,20,27,13, ,"1,403,504,611",1,"10,000,000",117,"241,814","387,956,028",2018-12-09
18143,04,06,15,28,32,33,14, ,"1,328,627,871",16,"6,480,336",117,"253,048","373,157,016",2018-12-06
18142,05,08,10,11,27,28,11, ,"1,343,493,083",16,"5,856,527",242,"70,787","390,581,690",2018-12-04
18141,11,14,16,18,24,33,04, ,"1,385,805,866",2,"10,000,000",115,"248,604","416,166,816",2018-12-02
18140,01,15,20,22,25,28,14, ,"1,320,037,180",0,0,103,"318,026","386,006,162",2018-11-29
18139,11,18,20,23,31,32,15, ,"1,221,766,906",10,"7,121,941",82,"323,466","380,559,364",2018-11-27
18138,01,10,25,27,30,32,09, ,"1,213,413,511",3,"10,000,000",67,"453,502","412,013,682",2018-11-25
18137,03,05,11,15,20,23,09, ,"1,152,259,559",10,"6,284,256",141,"113,852","379,485,292",2018-11-22
18136,10,12,15,25,26,27,14, ,"1,166,942,493",6,"8,548,933",149,"178,637","377,111,910",2018-11-20
18135,01,03,06,10,11,29,16, ,"1,138,385,085",4,"10,000,000",133,"234,150","406,719,454",2018-11-18
18134,03,16,18,31,32,33,12, ,"1,084,959,009",11,"6,833,164",297,"84,868","377,767,366",2018-11-15
18133,02,04,11,12,18,32,13, ,"1,084,505,788",3,"10,000,000",65,"361,738","374,106,026",2018-11-13
18132,01,02,09,10,15,22,06, ,"1,043,966,776",12,"6,627,168",104,"234,687","408,709,916",2018-11-11
18131,21,22,24,31,32,33,01, ,"1,050,270,214",2,"10,000,000",125,"244,689","383,809,176",2018-11-08
18130,05,12,17,18,24,28,12, ,"978,511,798",17,"6,072,806",841,"27,107","374,274,632",2018-11-06
18129,02,04,06,16,18,19,16, ,"1,013,358,099",7,"8,728,266",117,"278,823","418,290,398",2018-11-04
18128,06,07,08,19,22,23,02, ,"976,588,973",11,"7,226,364",300,"102,041","388,471,822",2018-11-01
18127,02,05,06,07,11,15,12, ,"964,241,444",13,"6,414,968",202,"113,827","383,266,268",2018-10-30
18126,01,06,08,09,14,22,05, ,"978,656,335",8,"7,588,766",138,"187,591","415,778,246",2018-10-28
18125,03,10,11,14,15,32,02, ,"961,703,467",3,"10,000,000",54,"598,926","391,293,382",2018-10-25
18124,09,13,14,19,22,25,02, ,"894,677,451",4,"9,291,791",127,"168,968","378,069,006",2018-10-23
18123,13,21,24,27,31,32,01, ,"867,467,741",6,"9,217,817",115,"275,075","410,429,482",2018-10-21
18122,05,07,20,22,30,32,10, ,"827,873,755",31,"5,238,879",230,"40,245","327,644,802",2018-10-18
